Date,Close/Last,Volume,Open,High,Low
2/14/2025,$186.87 ,12714150,$186.83 ,$188.15 ,$186.11 
2/13/2025,$187.88 ,12729330,$185.93 ,$187.99 ,$184.88 
2/12/2025,$185.43 ,17632310,$185.23 ,$186.83 ,$183.63 
2/11/2025,$187.07 ,13028100,$186.84 ,$188.80 ,$186.08 
2/10/2025,$188.20 ,16606020,$189.06 ,$189.99 ,$187.61 
2/7/2025,$187.14 ,29565720,$192.74 ,$193.02 ,$185.10 
2/6/2025,$193.31 ,20816590,$190.99 ,$193.83 ,$190.49 
2/5/2025,$193.30 ,43719590,$193.10 ,$194.55 ,$189.91 
2/4/2025,$207.71 ,28285440,$204.50 ,$208.70 ,$204.26 
2/3/2025,$202.64 ,16719470,$202.22 ,$205.22 ,$201.66 
1/31/2025,$205.60 ,17087340,$203.72 ,$207.08 ,$203.58 
1/30/2025,$202.63 ,14571480,$199.76 ,$203.24 ,$199.47 
1/29/2025,$197.18 ,12287820,$197.37 ,$198.46 ,$195.19 
1/28/2025,$197.07 ,15939160,$194.65 ,$197.23 ,$192.61 
1/27/2025,$193.77 ,24970170,$194.19 ,$198.67 ,$192.70 
1/24/2025,$201.90 ,12732380,$199.85 ,$202.57 ,$199.78 
1/23/2025,$199.58 ,15170840,$199.98 ,$201.94 ,$196.82 
1/22/2025,$200.03 ,15477380,$200.55 ,$202.12 ,$199.20 
1/21/2025,$199.63 ,19005230,$200.51 ,$203.84 ,$199.44 
1/17/2025,$197.55 ,22109130,$198.05 ,$198.81 ,$195.31 
1/16/2025,$194.41 ,13449580,$195.83 ,$196.98 ,$194.30 
1/15/2025,$196.98 ,12894880,$194.35 ,$197.80 ,$193.33 
1/14/2025,$191.05 ,13651180,$192.50 ,$193.27 ,$189.64 
1/13/2025,$192.29 ,13169060,$191.35 ,$192.49 ,$188.66 
1/10/2025,$193.17 ,20753790,$195.42 ,$197.62 ,$191.60 
1/8/2025,$195.39 ,14335340,$193.95 ,$197.64 ,$193.75 
1/7/2025,$196.71 ,16966760,$198.27 ,$202.14 ,$195.94 
1/6/2025,$197.96 ,19483320,$195.15 ,$199.56 ,$195.06 
1/3/2025,$193.13 ,12874960,$192.73 ,$194.50 ,$191.35 
1/2/2025,$190.63 ,17545160,$191.49 ,$193.20 ,$188.71 
12/31/2024,$190.44 ,14355220,$192.45 ,$193.25 ,$189.58 
12/30/2024,$192.69 ,12209530,$190.87 ,$193.78 ,$190.36 
12/27/2024,$194.04 ,14692990,$196.47 ,$196.80 ,$191.97 
12/26/2024,$197.10 ,7918434,$196.74 ,$198.16 ,$195.87 
12/24/2024,$197.57 ,6809823,$196.17 ,$197.67 ,$195.20 
12/23/2024,$195.99 ,15235940,$194.03 ,$196.49 ,$191.63 
12/20/2024,$192.96 ,45319700,$187.01 ,$194.14 ,$186.37 
12/19/2024,$189.70 ,26981200,$193.28 ,$194.60 ,$189.52 
12/18/2024,$190.15 ,27638420,$196.83 ,$198.69 ,$189.28 
12/17/2024,$197.12 ,24129480,$198.53 ,$202.88 ,$196.69 
12/16/2024,$198.16 ,32248640,$194.37 ,$200.64 ,$194.11 
12/13/2024,$191.38 ,18883220,$192.71 ,$194.34 ,$191.26 
12/12/2024,$193.63 ,25197760,$196.30 ,$196.71 ,$193.28 
12/11/2024,$196.71 ,41664490,$186.70 ,$196.89 ,$186.26 
12/10/2024,$186.53 ,34317440,$184.54 ,$188.03 ,$182.67 
12/9/2024,$177.10 ,19887790,$175.72 ,$178.04 ,$175.40 
12/6/2024,$176.49 ,13319550,$173.88 ,$176.84 ,$173.55 
12/5/2024,$174.31 ,16145520,$177.32 ,$177.71 ,$174.01 
12/4/2024,$176.09 ,18239840,$172.78 ,$176.43 ,$172.75 
12/3/2024,$173.02 ,15721480,$173.12 ,$174.32 ,$172.51 
12/2/2024,$172.98 ,16593440,$170.32 ,$173.60 ,$170.27 
11/29/2024,$170.49 ,9250712,$170.06 ,$170.87 ,$168.75 
11/27/2024,$170.82 ,12433370,$170.68 ,$171.14 ,$169.67 
11/26/2024,$170.62 ,14937480,$169.49 ,$171.50 ,$169.43 
11/25/2024,$169.43 ,21395650,$167.99 ,$170.46 ,$167.40 
11/22/2024,$166.57 ,24497040,$167.16 ,$168.26 ,$165.71 
11/21/2024,$169.24 ,38839430,$175.46 ,$175.58 ,$165.31 
11/20/2024,$177.33 ,15729810,$178.83 ,$179.11 ,$175.33 
11/19/2024,$179.58 ,15392870,$175.24 ,$180.17 ,$175.12 
11/18/2024,$176.80 ,18725420,$174.96 ,$176.91 ,$174.42 
11/15/2024,$173.89 ,21708870,$175.64 ,$175.88 ,$172.75 
11/14/2024,$177.35 ,17925760,$179.75 ,$180.45 ,$176.03 
11/13/2024,$180.49 ,13969710,$182.15 ,$182.62 ,$180.12 
11/12/2024,$183.32 ,14065850,$181.38 ,$184.03 ,$180.99 
11/11/2024,$181.97 ,12503420,$180.07 ,$182.09 ,$179.99 
11/8/2024,$179.86 ,15021550,$182.00 ,$182.35 ,$179.57 
11/7/2024,$182.28 ,16730410,$179.11 ,$182.58 ,$178.89 
11/6/2024,$178.33 ,27061510,$175.35 ,$178.64 ,$175.04 
11/5/2024,$171.41 ,12518280,$170.83 ,$172.10 ,$170.37 
11/4/2024,$170.68 ,16193990,$171.24 ,$171.92 ,$169.49 
11/1/2024,$172.65 ,21752860,$171.54 ,$173.82 ,$170.31 
10/31/2024,$172.69 ,32801900,$174.72 ,$178.42 ,$172.56 
10/30/2024,$176.14 ,49698310,$182.41 ,$183.79 ,$175.75 
10/29/2024,$171.14 ,28916110,$169.39 ,$171.86 ,$168.66 
10/28/2024,$168.34 ,20858250,$170.59 ,$170.61 ,$165.79 
10/25/2024,$166.99 ,14566410,$165.37 ,$167.40 ,$165.23 
10/24/2024,$164.53 ,12764430,$164.59 ,$165.05 ,$162.77 
10/23/2024,$164.48 ,12754280,$166.43 ,$167.60 ,$163.63 
10/22/2024,$166.82 ,11958620,$164.70 ,$167.47 ,$164.67 
10/21/2024,$165.80 ,11384050,$164.58 ,$166.22 ,$164.31 
10/18/2024,$165.05 ,13091270,$164.87 ,$166.37 ,$164.75 
10/17/2024,$164.51 ,15113360,$167.38 ,$167.93 ,$164.37 
10/16/2024,$166.74 ,9968474,$166.03 ,$167.28 ,$165.22 
10/15/2024,$166.90 ,14829340,$167.14 ,$169.09 ,$166.05 
10/14/2024,$166.35 ,9981765,$164.91 ,$167.62 ,$164.78 
10/11/2024,$164.52 ,10945970,$163.33 ,$165.27 ,$162.50 
10/10/2024,$163.18 ,12900490,$162.11 ,$164.31 ,$161.64 
10/9/2024,$163.06 ,19666410,$164.86 ,$166.26 ,$161.12 
10/8/2024,$165.70 ,11723890,$165.43 ,$166.10 ,$164.31 
10/7/2024,$164.39 ,14034720,$169.14 ,$169.90 ,$164.13 
10/4/2024,$168.56 ,11435320,$169.34 ,$169.55 ,$166.96 
10/3/2024,$167.21 ,11004330,$165.82 ,$167.91 ,$165.37 
10/2/2024,$167.31 ,12744980,$167.76 ,$168.88 ,$166.25 
10/1/2024,$168.42 ,18629510,$168.86 ,$170.44 ,$165.90 
9/30/2024,$167.19 ,14083450,$164.78 ,$167.36 ,$164.64 
9/27/2024,$165.29 ,13604260,$163.91 ,$166.97 ,$163.83 
9/26/2024,$163.83 ,18234500,$165.03 ,$165.50 ,$163.50 
9/25/2024,$162.99 ,13607890,$162.97 ,$164.22 ,$162.78 
9/24/2024,$163.64 ,18774060,$164.25 ,$164.55 ,$162.03 
9/23/2024,$163.07 ,15648450,$165.34 ,$166.61 ,$162.95 
9/20/2024,$164.64 ,46362670,$164.52 ,$164.75 ,$163.18 
9/19/2024,$163.24 ,17548190,$164.82 ,$164.99 ,$162.52 
9/18/2024,$160.81 ,16756450,$160.85 ,$161.63 ,$159.66 
9/17/2024,$160.28 ,12064790,$160.09 ,$161.59 ,$159.41 
9/16/2024,$158.99 ,14157610,$158.33 ,$159.24 ,$157.61 
9/13/2024,$158.37 ,16733910,$156.36 ,$159.28 ,$156.11 
9/12/2024,$155.54 ,21024060,$154.81 ,$155.61 ,$153.50 
9/11/2024,$152.15 ,18991490,$151.09 ,$152.48 ,$148.70 
9/10/2024,$150.01 ,20401770,$151.45 ,$152.30 ,$149.54 
9/9/2024,$149.54 ,28057750,$153.63 ,$154.64 ,$148.20 
9/6/2024,$152.13 ,24999060,$158.69 ,$159.22 ,$151.94 
9/5/2024,$158.60 ,14139500,$157.78 ,$161.02 ,$157.52 
9/4/2024,$157.81 ,17410650,$158.08 ,$160.40 ,$157.44 
9/3/2024,$158.61 ,26533110,$163.32 ,$163.38 ,$157.86 
8/30/2024,$165.11 ,18498780,$164.22 ,$165.28 ,$163.41 
8/29/2024,$163.40 ,17133830,$166.06 ,$167.63 ,$161.98 
8/28/2024,$164.50 ,15208740,$166.78 ,$167.39 ,$163.28 
8/27/2024,$166.38 ,13718160,$167.61 ,$168.25 ,$166.16 
8/26/2024,$167.93 ,11990310,$168.16 ,$169.38 ,$166.32 
8/23/2024,$167.43 ,14281620,$166.55 ,$167.95 ,$165.66 
8/22/2024,$165.49 ,19123780,$169.04 ,$169.42 ,$165.03 
8/21/2024,$167.63 ,15269550,$166.99 ,$168.64 ,$166.57 
8/20/2024,$168.96 ,12622520,$168.74 ,$170.41 ,$168.66 
8/19/2024,$168.40 ,13100760,$167.00 ,$168.47 ,$166.09 
8/16/2024,$164.74 ,16853140,$163.41 ,$166.95 ,$163.08 
8/15/2024,$163.17 ,18392450,$162.21 ,$163.52 ,$161.49 
8/14/2024,$162.03 ,22515900,$164.21 ,$164.96 ,$159.53 
8/13/2024,$165.93 ,12717630,$165.19 ,$166.54 ,$164.77 
8/12/2024,$163.95 ,12434970,$166.00 ,$166.70 ,$163.55 
8/9/2024,$165.39 ,13549230,$161.65 ,$165.52 ,$160.93 
8/8/2024,$163.84 ,15733610,$162.34 ,$165.50 ,$162.03 
8/7/2024,$160.75 ,19334250,$163.24 ,$164.79 ,$160.24 
8/6/2024,$160.54 ,36146540,$160.95 ,$162.35 ,$158.13 
8/5/2024,$160.64 ,34907820,$157.37 ,$165.94 ,$156.60 
8/2/2024,$168.40 ,18907770,$168.19 ,$170.21 ,$166.39 
8/1/2024,$172.45 ,17177830,$171.98 ,$175.68 ,$170.51 
7/31/2024,$173.15 ,15650150,$174.92 ,$175.91 ,$171.72 
7/30/2024,$171.86 ,13681420,$171.83 ,$172.95 ,$170.12 
7/29/2024,$171.13 ,13768930,$170.50 ,$172.16 ,$169.72 
7/26/2024,$168.68 ,25150120,$168.77 ,$169.84 ,$165.87 
7/25/2024,$169.16 ,28967880,$174.25 ,$175.20 ,$169.05 
7/24/2024,$174.37 ,31250680,$175.39 ,$177.95 ,$173.57 
7/23/2024,$183.60 ,23772600,$183.84 ,$185.22 ,$183.33 
7/22/2024,$183.35 ,16303900,$182.35 ,$184.30 ,$181.90 
7/19/2024,$179.39 ,14485900,$180.37 ,$181.97 ,$178.86 
7/18/2024,$179.22 ,17877200,$183.54 ,$184.05 ,$178.21 
7/17/2024,$182.62 ,17376560,$184.68 ,$185.23 ,$181.62 
7/16/2024,$185.50 ,12760100,$188.96 ,$190.34 ,$185.12 
7/15/2024,$188.19 ,12186020,$186.49 ,$189.90 ,$186.49 
7/12/2024,$186.78 ,14449110,$186.92 ,$188.69 ,$186.14 
7/11/2024,$187.30 ,16451980,$191.34 ,$192.41 ,$186.82 
7/10/2024,$192.66 ,12052910,$190.75 ,$193.31 ,$190.62 
7/9/2024,$190.44 ,10224930,$191.75 ,$192.86 ,$190.23 
7/8/2024,$190.48 ,12097610,$191.37 ,$191.68 ,$189.32 
7/5/2024,$191.96 ,14303360,$187.32 ,$192.26 ,$187.32 
7/3/2024,$187.39 ,7409106,$186.30 ,$187.62 ,$185.39 
7/2/2024,$186.61 ,12555550,$183.47 ,$186.95 ,$183.06 
7/1/2024,$184.49 ,11815860,$184.48 ,$185.34 ,$182.73 
6/28/2024,$183.42 ,23032360,$185.72 ,$186.58 ,$183.33 
6/27/2024,$186.86 ,13025660,$185.65 ,$187.50 ,$185.45 
6/26/2024,$185.37 ,13375720,$184.20 ,$185.93 ,$183.99 
6/25/2024,$185.58 ,18917730,$181.15 ,$185.75 ,$181.11 
6/24/2024,$180.79 ,18198280,$181.28 ,$182.08 ,$180.23 
6/21/2024,$180.26 ,59728020,$178.49 ,$182.51 ,$178.06 
6/20/2024,$177.71 ,16753170,$176.71 ,$178.74 ,$176.46 
6/18/2024,$176.45 ,15640260,$178.79 ,$178.91 ,$175.62 
6/17/2024,$178.78 ,15272860,$176.98 ,$179.92 ,$176.49 
6/14/2024,$178.37 ,12361570,$175.85 ,$178.73 ,$175.85 
6/13/2024,$176.74 ,15956940,$177.84 ,$178.51 ,$176.66 
6/12/2024,$179.56 ,18600420,$179.75 ,$182.08 ,$177.78 
6/11/2024,$178.19 ,14402400,$177.72 ,$178.39 ,$175.44 
6/10/2024,$176.63 ,17122250,$176.45 ,$178.47 ,$174.38 
6/7/2024,$175.95 ,14716270,$178.46 ,$179.42 ,$175.79 
6/6/2024,$178.35 ,14255820,$177.43 ,$178.71 ,$177.21 
6/5/2024,$177.07 ,15233860,$176.54 ,$177.97 ,$175.29 
6/4/2024,$175.13 ,14066600,$174.45 ,$175.19 ,$173.22 
6/3/2024,$174.42 ,20742800,$173.88 ,$175.86 ,$172.45 
5/31/2024,$173.96 ,28085150,$173.40 ,$174.42 ,$170.97 
5/30/2024,$173.56 ,18844040,$176.69 ,$176.69 ,$173.23 
5/29/2024,$177.40 ,15023850,$176.81 ,$178.23 ,$176.26 
5/28/2024,$178.02 ,15655340,$175.74 ,$178.51 ,$175.68 
5/24/2024,$176.33 ,11403560,$176.52 ,$177.30 ,$175.20 
5/23/2024,$175.06 ,14928360,$178.78 ,$179.91 ,$174.54 
5/22/2024,$178.00 ,16189400,$178.40 ,$178.85 ,$176.78 
5/21/2024,$179.54 ,14706020,$178.40 ,$179.82 ,$177.31 
5/20/2024,$178.46 ,17495120,$177.31 ,$179.95 ,$177.23 
5/17/2024,$177.29 ,16546350,$175.55 ,$177.50 ,$174.98 
5/16/2024,$175.43 ,17247310,$174.60 ,$176.34 ,$174.05 
5/15/2024,$173.88 ,20958250,$172.30 ,$174.05 ,$172.03 
5/14/2024,$171.93 ,18729460,$171.59 ,$172.78 ,$170.42 
5/13/2024,$170.90 ,19648590,$165.85 ,$170.95 ,$165.76 
5/10/2024,$170.29 ,18740460,$169.69 ,$171.34 ,$167.91 
5/9/2024,$171.58 ,11937700,$171.15 ,$172.44 ,$169.93 
5/8/2024,$171.16 ,14569860,$170.75 ,$171.91 ,$170.52 
5/7/2024,$172.98 ,21102430,$170.12 ,$173.47 ,$170.00 
5/6/2024,$169.83 ,15147910,$169.22 ,$169.90 ,$167.89 
5/3/2024,$168.99 ,22767060,$169.54 ,$169.85 ,$164.98 
5/2/2024,$168.46 ,17041120,$166.67 ,$168.53 ,$165.69 
5/1/2024,$165.57 ,25223250,$166.18 ,$168.81 ,$164.90 
4/30/2024,$164.64 ,29420760,$167.38 ,$169.87 ,$164.50 
4/29/2024,$167.90 ,35914560,$170.77 ,$171.38 ,$167.06 
4/26/2024,$173.69 ,56500790,$175.99 ,$176.42 ,$171.40 
4/25/2024,$157.95 ,36197790,$153.36 ,$158.28 ,$152.77 
4/24/2024,$161.10 ,19485690,$159.09 ,$161.39 ,$158.82 
4/23/2024,$159.92 ,16115410,$158.59 ,$160.48 ,$157.97 
4/22/2024,$157.95 ,17243870,$156.01 ,$159.19 ,$155.66 
4/19/2024,$155.72 ,21479880,$157.75 ,$157.99 ,$153.91 
4/18/2024,$157.46 ,14016070,$156.93 ,$158.49 ,$156.21 
4/17/2024,$156.88 ,16237750,$157.19 ,$158.68 ,$156.14 
4/16/2024,$156.00 ,15413200,$155.64 ,$157.23 ,$155.05 
4/15/2024,$156.33 ,21140950,$160.28 ,$160.83 ,$156.15 
4/12/2024,$159.19 ,16989770,$159.41 ,$161.70 ,$158.60 
4/11/2024,$160.79 ,17841700,$158.34 ,$161.12 ,$157.93 
4/10/2024,$157.66 ,16339170,$157.88 ,$158.16 ,$156.20 
4/9/2024,$158.14 ,21538140,$157.35 ,$159.89 ,$156.64 
4/8/2024,$156.14 ,16641530,$154.02 ,$156.66 ,$153.99 
4/5/2024,$153.94 ,16297320,$151.68 ,$154.84 ,$151.08 
4/4/2024,$151.94 ,24184840,$155.08 ,$156.18 ,$151.88 
4/3/2024,$156.37 ,17266180,$154.92 ,$156.55 ,$154.13 
4/2/2024,$155.87 ,17598060,$154.75 ,$155.99 ,$153.46 
4/1/2024,$156.50 ,24469820,$151.83 ,$157.00 ,$151.65 
3/28/2024,$152.26 ,21105630,$152.00 ,$152.67 ,$151.33 
3/27/2024,$151.94 ,16621960,$152.15 ,$152.69 ,$150.13 
3/26/2024,$151.70 ,19312690,$151.24 ,$153.20 ,$151.03 
3/25/2024,$151.15 ,15114730,$150.95 ,$151.46 ,$148.80 
3/22/2024,$151.77 ,19252930,$150.24 ,$152.56 ,$150.09 
3/21/2024,$148.74 ,19843920,$150.32 ,$151.31 ,$148.01 
3/20/2024,$149.68 ,17730000,$148.79 ,$149.76 ,$147.67 
3/19/2024,$147.92 ,17748370,$148.98 ,$149.62 ,$147.01 
3/18/2024,$148.48 ,47676690,$149.37 ,$152.93 ,$148.14 
3/15/2024,$142.17 ,41039490,$143.41 ,$144.34 ,$141.13 
3/14/2024,$144.34 ,36117910,$142.30 ,$144.73 ,$141.49 
3/13/2024,$140.77 ,19637000,$140.06 ,$142.19 ,$140.01 
3/12/2024,$139.62 ,19019700,$138.25 ,$140.28 ,$138.21 
3/11/2024,$138.94 ,22536370,$137.07 ,$139.98 ,$137.07 
3/8/2024,$136.29 ,26495160,$135.04 ,$138.99 ,$134.80 
3/7/2024,$135.24 ,24107280,$133.89 ,$135.82 ,$132.66 
3/6/2024,$132.56 ,23175200,$134.24 ,$134.74 ,$131.95 
3/5/2024,$133.78 ,28447550,$132.74 ,$134.02 ,$131.55 
3/4/2024,$134.20 ,43571510,$136.54 ,$136.63 ,$132.86 
3/1/2024,$138.08 ,28551530,$139.61 ,$140.00 ,$137.98 
2/29/2024,$139.78 ,35485010,$138.35 ,$139.95 ,$137.57 
2/28/2024,$137.43 ,30628700,$139.10 ,$139.28 ,$136.64 
2/27/2024,$140.10 ,22363980,$139.41 ,$140.49 ,$138.50 
2/26/2024,$138.75 ,33513010,$143.45 ,$143.84 ,$138.74 
2/23/2024,$145.29 ,14519430,$144.97 ,$145.96 ,$144.79 
2/22/2024,$145.32 ,23024710,$146.12 ,$146.20 ,$144.01 
2/21/2024,$143.84 ,16499580,$142.64 ,$143.98 ,$141.91 
2/20/2024,$142.20 ,18625590,$140.94 ,$143.33 ,$140.80 
